id_reporte,fecha_reporte,año,entidad_federativa,alcaldia_municipio,tipo_reporte,tipo_animal,genero_animal,genero_reportante,edad_reportante_rango,instancia_atiende,estatus_atencion,medio_denuncia
MX-MA-00334,04/02/2021,2021,Hidalgo,Municipio 5,Otro,Perro,Macho,Mujer,31-40,Consejo Ciudadano,En investigación,Correo electrónico
MX-MA-00335,12/12/2019,2019,Ciudad de México,Azcapotzalco,Agresión física,Perro,Hembra,Mujer,21-30,Brigada de Vigilancia Animal,Canalizado,Teléfono
MX-MA-00336,01/05/2019,2019,Jalisco,Municipio 11,Abandono,Perro,Hembra,Mujer,51-60,PAOT,Animal resguardado,Teléfono
MX-MA-00337,26/07/2025,2025,Ciudad de México,Coyoacán,Falta de atención veterinaria,Perro,No especificado,Mujer,21-30,PROFEPA,Canalizado,Teléfono
MX-MA-00338,02/03/2024,2024,Estado de México,Municipio 10,Maltrato en azotea,Perro,Hembra,Mujer,21-30,Instituto de Bienestar Animal Estatal,Con sanción,Chat
MX-MA-00339,19/10/2022,2022,Guanajuato,Municipio 10,Animal amarrado,Gato,Hembra,Mujer,31-40,PAOT,Concluido sin infracción,Redes sociales
MX-MA-00340,06/05/2020,2020,Ciudad de México,Coyoacán,Otro,Perro,Hembra,Mujer,21-30,Brigada de Vigilancia Animal,Canalizado,Teléfono
MX-MA-00341,24/10/2023,2023,Hidalgo,Municipio 1,Hacinamiento,Perro,Hembra,Hombre,21-30,PROFEPA,Con sanción,Redes sociales
MX-MA-00342,01/11/2022,2022,Hidalgo,Municipio 3,Abandono,Perro,Hembra,Hombre,41-50,Brigada de Vigilancia Animal,Canalizado,Teléfono
MX-MA-00343,21/01/2021,2021,Hidalgo,Municipio 5,Falta de alimento,Perro,Hembra,Mujer,41-50,Consejo Ciudadano,Con sanción,Teléfono
MX-MA-00344,14/11/2022,2022,Ciudad de México,Azcapotzalco,Abandono,Perro,Macho,Mujer,51-60,Consejo Ciudadano,En investigación,Redes sociales
MX-MA-00345,11/02/2022,2022,Ciudad de México,Cuauhtémoc,Criadero clandestino,Ave de corral,Hembra,Mujer,31-40,PAOT,Recibido,Chat
MX-MA-00346,03/08/2023,2023,Ciudad de México,Álvaro Obregón,Falta de atención veterinaria,Perro,Hembra,Mujer,18-20,Instituto de Bienestar Animal Estatal,Con sanción,Presencial
MX-MA-00347,03/12/2023,2023,Ciudad de México,Álvaro Obregón,Criadero clandestino,Perro,Macho,Hombre,21-30,Consejo Ciudadano,Canalizado,Teléfono
MX-MA-00348,26/10/2019,2019,Guanajuato,Municipio 11,Hacinamiento,Perro,Macho,Mujer,60+,Fiscalía General de Justicia,Con sanción,Redes sociales
MX-MA-00349,17/10/2022,2022,Hidalgo,Municipio 12,Falta de alimento,Gato,Macho,Hombre,41-50,PROFEPA,Animal resguardado,Teléfono
MX-MA-00350,25/09/2023,2023,Ciudad de México,Azcapotzalco,Falta de alimento,Perro,Macho,Mujer,41-50,Fiscalía General de Justicia,Recibido,Teléfono
MX-MA-00351,11/06/2023,2023,Ciudad de México,Iztapalapa,Animal amarrado,Perro,Macho,No especificado,18-20,PAOT,Canalizado,Redes sociales
MX-MA-00352,14/05/2025,2025,Querétaro,Municipio 7,Maltrato en azotea,Perro,Macho,Mujer,31-40,PAOT,En investigación,Presencial
MX-MA-00353,15/04/2023,2023,Ciudad de México,Iztacalco,Peleas clandestinas,Perro,No especificado,Hombre,18-20,Fiscalía General de Justicia,Concluido sin infracción,Teléfono
MX-MA-00354,09/12/2021,2021,Ciudad de México,Benito Juárez,Animal amarrado,Perro,Hembra,Mujer,41-50,PAOT,Con sanción,Teléfono
MX-MA-00355,10/06/2019,2019,Ciudad de México,Iztapalapa,Hacinamiento,Gato,Macho,Mujer,60+,PAOT,En investigación,Chat
MX-MA-00356,03/05/2023,2023,Ciudad de México,Coyoacán,Abandono,Perro,Macho,Mujer,60+,Consejo Ciudadano,Canalizado,Teléfono
MX-MA-00357,16/05/2019,2019,Ciudad de México,Venustiano Carranza,Abandono,Perro,Hembra,Mujer,41-50,Consejo Ciudadano,Concluido sin infracción,Presencial
MX-MA-00358,22/07/2023,2023,Jalisco,Municipio 15,Agresión física,Perro,Macho,Hombre,31-40,PAOT,Recibido,Redes sociales
MX-MA-00359,09/03/2025,2025,Ciudad de México,Iztacalco,Falta de alimento,Perro,Hembra,Hombre,60+,Fiscalía General de Justicia,Con sanción,Teléfono
MX-MA-00360,10/12/2023,2023,Ciudad de México,Iztapalapa,Agresión física,Perro,Hembra,Hombre,41-50,PROFEPA,Concluido sin infracción,Chat
MX-MA-00361,27/11/2022,2022,Ciudad de México,Iztacalco,Falta de alimento,Perro,Hembra,Mujer,18-20,Brigada de Vigilancia Animal,Animal resguardado,Redes sociales
MX-MA-00362,03/06/2023,2023,Guanajuato,Municipio 14,Agresión física,Perro,Macho,Hombre,31-40,Consejo Ciudadano,En investigación,Teléfono
MX-MA-00363,23/08/2022,2022,Ciudad de México,Venustiano Carranza,Falta de alimento,Perro,Hembra,Mujer,21-30,Brigada de Vigilancia Animal,Recibido,Chat
MX-MA-00364,11/06/2023,2023,Ciudad de México,Venustiano Carranza,Falta de atención veterinaria,Perro,Macho,Mujer,31-40,PAOT,Canalizado,Teléfono
MX-MA-00365,07/02/2025,2025,Ciudad de México,Venustiano Carranza,Animal amarrado,Otro,No especificado,Mujer,31-40,PAOT,Recibido,Chat
MX-MA-00366,05/01/2022,2022,Estado de México,Municipio 14,Otro,Ave de corral,Hembra,Mujer,41-50,Brigada de Vigilancia Animal,Animal resguardado,Teléfono
MX-MA-00367,23/08/2025,2025,Ciudad de México,Coyoacán,Agresión física,Perro,Macho,Mujer,31-40,Brigada de Vigilancia Animal,Recibido,Presencial
MX-MA-00368,15/11/2025,2025,Ciudad de México,Gustavo A. Madero,Animal amarrado,Perro,Macho,Mujer,21-30,Consejo Ciudadano,Con sanción,Teléfono
MX-MA-00369,16/10/2021,2021,Ciudad de México,Benito Juárez,Animal amarrado,Perro,Macho,Mujer,31-40,Consejo Ciudadano,Canalizado,Teléfono
MX-MA-00370,21/02/2019,2019,Jalisco,Municipio 3,Falta de alimento,Perro,Hembra,Hombre,51-60,PROFEPA,En investigación,Presencial
MX-MA-00371,07/02/2021,2021,Jalisco,Municipio 5,Criadero clandestino,Perro,Macho,Mujer,41-50,Consejo Ciudadano,Recibido,Teléfono
MX-MA-00372,03/10/2019,2019,Hidalgo,Municipio 12,Falta de alimento,Perro,Hembra,Mujer,31-40,PAOT,Concluido sin infracción,Teléfono
MX-MA-00373,19/04/2020,2020,Ciudad de México,Coyoacán,Otro,Perro,Macho,Mujer,60+,PAOT,Canalizado,Teléfono
MX-MA-00374,16/09/2024,2024,Ciudad de México,Iztacalco,Otro,Perro,Hembra,Mujer,60+,Fiscalía General de Justicia,En investigación,Teléfono
MX-MA-00375,16/05/2019,2019,Guanajuato,Municipio 5,Hacinamiento,Perro,Hembra,Mujer,21-30,PAOT,Animal resguardado,Presencial
MX-MA-00376,09/03/2021,2021,Ciudad de México,Azcapotzalco,Hacinamiento,Perro,Hembra,Mujer,18-20,PAOT,En investigación,Redes sociales
MX-MA-00377,28/06/2025,2025,Estado de México,Municipio 10,Falta de atención veterinaria,Perro,Hembra,Mujer,51-60,PROFEPA,Canalizado,Teléfono
MX-MA-00378,05/02/2019,2019,Ciudad de México,Gustavo A. Madero,Animal amarrado,Perro,Macho,Mujer,51-60,Brigada de Vigilancia Animal,Canalizado,Redes sociales
MX-MA-00379,05/05/2024,2024,Ciudad de México,Benito Juárez,Falta de atención veterinaria,Perro,Macho,Mujer,60+,Fiscalía General de Justicia,Recibido,Chat
MX-MA-00380,09/07/2021,2021,Guanajuato,Municipio 8,Falta de alimento,Perro,Hembra,Hombre,60+,PAOT,Animal resguardado,Presencial
MX-MA-00381,26/05/2021,2021,Ciudad de México,Benito Juárez,Falta de alimento,Perro,Macho,Mujer,41-50,PAOT,En investigación,Teléfono
MX-MA-00382,21/03/2024,2024,Ciudad de México,Azcapotzalco,Abandono,Gato,Macho,Mujer,41-50,PAOT,Recibido,Chat
MX-MA-00383,13/08/2023,2023,Ciudad de México,Coyoacán,Hacinamiento,Perro,Macho,Hombre,18-20,PROFEPA,En investigación,Chat
MX-MA-00384,06/10/2025,2025,Ciudad de México,Tlalpan,Otro,Perro,Macho,Mujer,21-30,Brigada de Vigilancia Animal,Concluido sin infracción,Chat
MX-MA-00385,26/12/2024,2024,Ciudad de México,Iztacalco,Falta de alimento,Perro,Macho,Mujer,31-40,Brigada de Vigilancia Animal,Canalizado,Chat
MX-MA-00386,03/06/2024,2024,Ciudad de México,Iztapalapa,Criadero clandestino,Perro,Hembra,Hombre,41-50,Fiscalía General de Justicia,Concluido sin infracción,Teléfono
MX-MA-00387,10/11/2021,2021,Puebla,Municipio 9,Agresión física,Perro,Macho,Mujer,41-50,Fiscalía General de Justicia,Recibido,Redes sociales
MX-MA-00388,01/12/2021,2021,Hidalgo,Municipio 13,Animal amarrado,Perro,Hembra,Mujer,51-60,PAOT,En investigación,Chat
MX-MA-00389,27/09/2024,2024,Ciudad de México,Cuauhtémoc,Animal amarrado,Perro,Macho,Mujer,21-30,Brigada de Vigilancia Animal,Con sanción,Correo electrónico
MX-MA-00390,05/01/2024,2024,Estado de México,Municipio 2,Animal amarrado,Otro,Hembra,Mujer,41-50,Brigada de Vigilancia Animal,Recibido,Teléfono
MX-MA-00391,08/12/2025,2025,Ciudad de México,Venustiano Carranza,Agresión física,Perro,Macho,Mujer,18-20,Fiscalía General de Justicia,Con sanción,Redes sociales
MX-MA-00392,11/10/2022,2022,Ciudad de México,Tlalpan,Hacinamiento,Perro,Hembra,Mujer,31-40,Instituto de Bienestar Animal Estatal,Recibido,Presencial
MX-MA-00393,03/06/2022,2022,Ciudad de México,Azcapotzalco,Peleas clandestinas,Perro,Hembra,Mujer,51-60,PAOT,Con sanción,Redes sociales
MX-MA-00394,05/12/2024,2024,Veracruz,Municipio 3,Abandono,Perro,Macho,Mujer,41-50,Consejo Ciudadano,En investigación,Presencial
MX-MA-00395,23/02/2022,2022,Ciudad de México,Tlalpan,Abandono,Perro,No especificado,Mujer,60+,Brigada de Vigilancia Animal,Concluido sin infracción,Presencial
MX-MA-00396,10/03/2025,2025,Nuevo León,Municipio 15,Criadero clandestino,Perro,No especificado,Mujer,21-30,PAOT,En investigación,Teléfono
MX-MA-00397,16/05/2025,2025,Ciudad de México,Álvaro Obregón,Maltrato en azotea,Perro,Hembra,Mujer,31-40,PAOT,Recibido,Chat
MX-MA-00398,01/03/2022,2022,Hidalgo,Municipio 1,Abandono,Perro,Hembra,Mujer,31-40,Brigada de Vigilancia Animal,En investigación,Teléfono
MX-MA-00399,24/02/2024,2024,Ciudad de México,Cuauhtémoc,Agresión física,Perro,Macho,Mujer,31-40,Brigada de Vigilancia Animal,Recibido,Chat
MX-MA-00400,10/10/2024,2024,Estado de México,Municipio 4,Otro,Perro,Hembra,Hombre,51-60,PAOT,En investigación,Teléfono
MX-MA-00401,21/03/2021,2021,Guanajuato,Municipio 15,Hacinamiento,Perro,Macho,Mujer,41-50,PROFEPA,Canalizado,Redes sociales
MX-MA-00402,20/05/2025,2025,Ciudad de México,Benito Juárez,Agresión física,Perro,Macho,Mujer,60+,PAOT,Canalizado,Chat
MX-MA-00403,25/05/2023,2023,Ciudad de México,Iztapalapa,Agresión física,Perro,No especificado,Mujer,21-30,PROFEPA,Con sanción,Chat
MX-MA-00404,05/11/2024,2024,Ciudad de México,Benito Juárez,Peleas clandestinas,Perro,Macho,Mujer,51-60,PAOT,Concluido sin infracción,Teléfono
MX-MA-00405,18/04/2021,2021,Ciudad de México,Iztapalapa,Falta de alimento,Perro,Hembra,Hombre,18-20,PAOT,Concluido sin infracción,Correo electrónico
MX-MA-00406,25/06/2025,2025,Ciudad de México,Coyoacán,Otro,Perro,Hembra,Mujer,60+,Brigada de Vigilancia Animal,Canalizado,Teléfono
MX-MA-00407,15/04/2022,2022,Ciudad de México,Iztapalapa,Falta de alimento,Conejo,Hembra,Hombre,31-40,PAOT,Canalizado,Teléfono
MX-MA-00408,18/12/2019,2019,Ciudad de México,Iztacalco,Peleas clandestinas,Perro,No especificado,Mujer,21-30,Brigada de Vigilancia Animal,Canalizado,Teléfono
MX-MA-00409,21/11/2025,2025,Ciudad de México,Benito Juárez,Animal amarrado,Perro,Macho,Hombre,31-40,PAOT,Con sanción,Correo electrónico
MX-MA-00410,15/05/2020,2020,Ciudad de México,Venustiano Carranza,Hacinamiento,Perro,Macho,Mujer,60+,Brigada de Vigilancia Animal,En investigación,Correo electrónico
MX-MA-00411,16/09/2021,2021,Ciudad de México,Iztacalco,Otro,Perro,Macho,Hombre,18-20,PAOT,Recibido,Redes sociales
MX-MA-00412,08/09/2025,2025,Ciudad de México,Coyoacán,Abandono,Gato,Macho,Mujer,31-40,PROFEPA,Concluido sin infracción,Presencial
MX-MA-00413,09/05/2025,2025,Nuevo León,Municipio 9,Hacinamiento,Otro,Macho,Mujer,51-60,Consejo Ciudadano,En investigación,Teléfono
MX-MA-00414,27/01/2023,2023,Ciudad de México,Azcapotzalco,Falta de alimento,Perro,Macho,Mujer,31-40,PAOT,Con sanción,Correo electrónico
MX-MA-00415,17/02/2023,2023,Ciudad de México,Gustavo A. Madero,Falta de alimento,Perro,Hembra,Mujer,21-30,Brigada de Vigilancia Animal,Con sanción,Teléfono
MX-MA-00416,21/11/2022,2022,Ciudad de México,Iztapalapa,Agresión física,Perro,Hembra,Hombre,31-40,PAOT,Recibido,Teléfono
MX-MA-00417,05/08/2021,2021,Ciudad de México,Benito Juárez,Falta de atención veterinaria,Gato,Macho,Mujer,31-40,PROFEPA,Recibido,Teléfono
MX-MA-00418,22/05/2021,2021,Ciudad de México,Iztacalco,Falta de alimento,Perro,Hembra,Mujer,60+,PAOT,Canalizado,Chat
MX-MA-00419,23/01/2024,2024,Nuevo León,Municipio 8,Falta de alimento,Perro,Macho,Hombre,51-60,Brigada de Vigilancia Animal,Concluido sin infracción,Redes sociales
MX-MA-00420,02/01/2024,2024,Ciudad de México,Álvaro Obregón,Abandono,Perro,Macho,Mujer,31-40,Brigada de Vigilancia Animal,En investigación,Teléfono
MX-MA-00421,19/06/2024,2024,Ciudad de México,Coyoacán,Falta de atención veterinaria,Perro,Hembra,Hombre,60+,Fiscalía General de Justicia,Concluido sin infracción,Correo electrónico
MX-MA-00422,07/03/2024,2024,Ciudad de México,Cuauhtémoc,Maltrato en azotea,Perro,Hembra,Hombre,31-40,Brigada de Vigilancia Animal,Canalizado,Chat
MX-MA-00423,22/11/2020,2020,Yucatán,Municipio 14,Agresión física,Perro,Hembra,Mujer,18-20,PROFEPA,En investigación,Teléfono
MX-MA-00424,15/05/2023,2023,Ciudad de México,Coyoacán,Falta de alimento,Perro,Macho,Hombre,21-30,Brigada de Vigilancia Animal,Recibido,Chat
MX-MA-00425,24/03/2019,2019,Querétaro,Municipio 10,Otro,Perro,Hembra,Mujer,31-40,Fiscalía General de Justicia,Con sanción,Redes sociales
MX-MA-00426,15/08/2023,2023,Ciudad de México,Tlalpan,Agresión física,Perro,Hembra,Mujer,21-30,Consejo Ciudadano,En investigación,Presencial
MX-MA-00427,10/10/2022,2022,Puebla,Municipio 6,Criadero clandestino,Perro,Hembra,Mujer,60+,PAOT,Con sanción,Chat
MX-MA-00428,28/12/2025,2025,Ciudad de México,Iztacalco,Otro,Perro,Hembra,Mujer,51-60,Consejo Ciudadano,Canalizado,Chat
MX-MA-00429,07/08/2022,2022,Ciudad de México,Cuauhtémoc,Peleas clandestinas,Perro,Hembra,Hombre,21-30,Brigada de Vigilancia Animal,Canalizado,Teléfono
MX-MA-00430,15/10/2021,2021,Ciudad de México,Venustiano Carranza,Agresión física,Perro,Hembra,Hombre,41-50,Consejo Ciudadano,Con sanción,Chat
MX-MA-00431,05/01/2021,2021,Querétaro,Municipio 12,Criadero clandestino,Perro,Hembra,Mujer,41-50,Consejo Ciudadano,Con sanción,Correo electrónico
MX-MA-00432,27/02/2024,2024,Ciudad de México,Gustavo A. Madero,Peleas clandestinas,Perro,No especificado,Mujer,60+,PAOT,En investigación,Teléfono
MX-MA-00433,08/02/2023,2023,Ciudad de México,Venustiano Carranza,Falta de atención veterinaria,Perro,Hembra,Hombre,60+,Consejo Ciudadano,En investigación,Presencial
MX-MA-00434,20/12/2021,2021,Yucatán,Municipio 1,Animal amarrado,Perro,Macho,Mujer,31-40,PAOT,Con sanción,Chat
MX-MA-00435,17/03/2020,2020,Ciudad de México,Azcapotzalco,Agresión física,Perro,Hembra,Mujer,51-60,PAOT,Canalizado,Teléfono
MX-MA-00436,06/10/2024,2024,Estado de México,Municipio 1,Falta de alimento,Perro,Macho,Mujer,41-50,PAOT,En investigación,Correo electrónico
MX-MA-00437,19/01/2019,2019,Ciudad de México,Cuauhtémoc,Hacinamiento,Perro,Macho,Hombre,41-50,Consejo Ciudadano,Animal resguardado,Chat
MX-MA-00438,08/07/2024,2024,Ciudad de México,Álvaro Obregón,Hacinamiento,Perro,Hembra,Mujer,21-30,PAOT,En investigación,Teléfono
MX-MA-00439,25/10/2024,2024,Ciudad de México,Benito Juárez,Animal amarrado,Perro,No especificado,Hombre,21-30,PAOT,Recibido,Teléfono
MX-MA-00440,09/10/2020,2020,Jalisco,Municipio 14,Abandono,Perro,No especificado,Hombre,31-40,Consejo Ciudadano,Recibido,Teléfono
MX-MA-00441,16/03/2020,2020,Ciudad de México,Benito Juárez,Animal amarrado,Perro,Macho,Mujer,21-30,PAOT,Concluido sin infracción,Presencial
MX-MA-00442,09/08/2025,2025,Guanajuato,Municipio 11,Falta de atención veterinaria,Perro,Hembra,Mujer,18-20,PAOT,Concluido sin infracción,Chat
MX-MA-00443,07/03/2022,2022,Guanajuato,Municipio 4,Otro,Perro,Macho,Hombre,41-50,PAOT,En investigación,Presencial
MX-MA-00444,22/01/2022,2022,Ciudad de México,Benito Juárez,Agresión física,Perro,No especificado,Mujer,18-20,Brigada de Vigilancia Animal,En investigación,Teléfono
MX-MA-00445,06/06/2024,2024,Guanajuato,Municipio 5,Animal amarrado,Perro,No especificado,Hombre,41-50,Brigada de Vigilancia Animal,En investigación,Teléfono
MX-MA-00446,06/07/2025,2025,Ciudad de México,Azcapotzalco,Falta de alimento,Perro,Hembra,Hombre,41-50,PAOT,Concluido sin infracción,Teléfono
MX-MA-00447,21/01/2025,2025,Ciudad de México,Tlalpan,Falta de atención veterinaria,Perro,Hembra,Mujer,60+,Instituto de Bienestar Animal Estatal,Recibido,Chat
MX-MA-00448,02/07/2024,2024,Ciudad de México,Iztapalapa,Maltrato en azotea,Perro,Hembra,Hombre,31-40,Consejo Ciudadano,Animal resguardado,Correo electrónico
MX-MA-00449,18/04/2022,2022,Ciudad de México,Iztapalapa,Otro,Perro,Hembra,Hombre,18-20,PAOT,En investigación,Redes sociales
MX-MA-00450,15/12/2020,2020,Ciudad de México,Coyoacán,Agresión física,Perro,Macho,Hombre,41-50,PAOT,Animal resguardado,Teléfono
MX-MA-00451,07/05/2024,2024,Jalisco,Municipio 15,Otro,Perro,Hembra,Mujer,51-60,Brigada de Vigilancia Animal,En investigación,Presencial
MX-MA-00452,08/12/2023,2023,Ciudad de México,Cuauhtémoc,Falta de alimento,Perro,Hembra,Mujer,60+,PROFEPA,Con sanción,Redes sociales
MX-MA-00453,22/02/2022,2022,Ciudad de México,Cuauhtémoc,Falta de atención veterinaria,Perro,Hembra,Mujer,31-40,PAOT,En investigación,Teléfono
MX-MA-00454,01/07/2025,2025,Guanajuato,Municipio 10,Falta de alimento,Perro,Macho,Mujer,31-40,PAOT,Recibido,Presencial
MX-MA-00455,14/10/2021,2021,Querétaro,Municipio 13,Otro,Otro,No especificado,Mujer,60+,Fiscalía General de Justicia,Con sanción,Teléfono
MX-MA-00456,28/07/2023,2023,Ciudad de México,Iztapalapa,Hacinamiento,Ave de corral,Macho,Hombre,21-30,PAOT,Con sanción,Teléfono
MX-MA-00457,14/11/2019,2019,Estado de México,Municipio 4,Falta de atención veterinaria,Perro,Hembra,Mujer,41-50,Brigada de Vigilancia Animal,Canalizado,Teléfono
MX-MA-00458,21/03/2022,2022,Ciudad de México,Venustiano Carranza,Criadero clandestino,Perro,Hembra,Mujer,31-40,Fiscalía General de Justicia,Concluido sin infracción,Chat
MX-MA-00459,02/05/2019,2019,Ciudad de México,Álvaro Obregón,Agresión física,Perro,Hembra,Mujer,18-20,PROFEPA,Canalizado,Chat
MX-MA-00460,25/03/2021,2021,Ciudad de México,Venustiano Carranza,Falta de alimento,Perro,Hembra,Hombre,31-40,PAOT,Con sanción,Teléfono
MX-MA-00461,01/04/2021,2021,Ciudad de México,Venustiano Carranza,Otro,Perro,Macho,Mujer,21-30,PROFEPA,En investigación,Teléfono
MX-MA-00462,31/07/2023,2023,Hidalgo,Municipio 7,Animal amarrado,Perro,Macho,Mujer,41-50,PAOT,Canalizado,Redes sociales
MX-MA-00463,13/01/2024,2024,Ciudad de México,Azcapotzalco,Falta de alimento,Perro,Hembra,Mujer,60+,Consejo Ciudadano,Canalizado,Correo electrónico
MX-MA-00464,02/04/2023,2023,Ciudad de México,Iztacalco,Abandono,Perro,Hembra,Hombre,21-30,Brigada de Vigilancia Animal,En investigación,Redes sociales
MX-MA-00465,20/06/2025,2025,Querétaro,Municipio 8,Falta de atención veterinaria,Perro,Macho,Mujer,51-60,Consejo Ciudadano,Con sanción,Teléfono
MX-MA-00466,30/07/2022,2022,Ciudad de México,Venustiano Carranza,Falta de alimento,Perro,Hembra,Mujer,18-20,Instituto de Bienestar Animal Estatal,En investigación,Teléfono
MX-MA-00467,09/12/2021,2021,Hidalgo,Municipio 4,Agresión física,Perro,Hembra,Hombre,41-50,Fiscalía General de Justicia,Recibido,Teléfono
MX-MA-00468,08/05/2025,2025,Ciudad de México,Coyoacán,Falta de alimento,Perro,Hembra,Mujer,18-20,Fiscalía General de Justicia,Canalizado,Teléfono
MX-MA-00469,17/05/2021,2021,Hidalgo,Municipio 5,Abandono,Perro,Hembra,Hombre,60+,Brigada de Vigilancia Animal,Concluido sin infracción,Chat
MX-MA-00470,23/03/2025,2025,Ciudad de México,Tlalpan,Otro,Perro,Macho,Mujer,51-60,Brigada de Vigilancia Animal,En investigación,Chat
MX-MA-00471,26/12/2019,2019,Ciudad de México,Álvaro Obregón,Otro,Perro,Macho,Mujer,41-50,Brigada de Vigilancia Animal,En investigación,Redes sociales
MX-MA-00472,25/02/2025,2025,Ciudad de México,Azcapotzalco,Falta de atención veterinaria,Perro,Hembra,Hombre,51-60,PROFEPA,Animal resguardado,Redes sociales
MX-MA-00473,15/07/2019,2019,Ciudad de México,Álvaro Obregón,Agresión física,Perro,Hembra,Mujer,41-50,Fiscalía General de Justicia,En investigación,Teléfono
MX-MA-00474,20/01/2025,2025,Ciudad de México,Gustavo A. Madero,Otro,Perro,Hembra,Mujer,60+,PAOT,Concluido sin infracción,Teléfono
MX-MA-00475,29/08/2023,2023,Ciudad de México,Iztapalapa,Hacinamiento,Perro,Hembra,Mujer,41-50,Fiscalía General de Justicia,Concluido sin infracción,Redes sociales
MX-MA-00476,24/04/2025,2025,Ciudad de México,Tlalpan,Agresión física,Ave de corral,Hembra,Mujer,60+,Consejo Ciudadano,Canalizado,Teléfono
MX-MA-00477,13/04/2019,2019,Ciudad de México,Iztacalco,Otro,Perro,No especificado,Mujer,31-40,Instituto de Bienestar Animal Estatal,Animal resguardado,Teléfono
MX-MA-00478,24/08/2023,2023,Guanajuato,Municipio 9,Maltrato en azotea,Perro,Hembra,Mujer,21-30,Fiscalía General de Justicia,Concluido sin infracción,Teléfono
MX-MA-00479,29/06/2025,2025,Nuevo León,Municipio 11,Maltrato en azotea,Gato,Hembra,Mujer,31-40,PAOT,Canalizado,Teléfono
MX-MA-00480,06/06/2023,2023,Querétaro,Municipio 10,Maltrato en azotea,Perro,Macho,Mujer,21-30,PAOT,Canalizado,Teléfono
MX-MA-00481,27/04/2023,2023,Ciudad de México,Álvaro Obregón,Agresión física,Perro,Macho,Hombre,41-50,PAOT,Concluido sin infracción,Presencial
MX-MA-00482,24/04/2024,2024,Ciudad de México,Venustiano Carranza,Agresión física,Perro,Hembra,Mujer,31-40,PAOT,Canalizado,Presencial
MX-MA-00483,13/01/2022,2022,Ciudad de México,Venustiano Carranza,Maltrato en azotea,Perro,Macho,Mujer,41-50,PROFEPA,Con sanción,Teléfono
MX-MA-00484,04/12/2023,2023,Ciudad de México,Gustavo A. Madero,Agresión física,Perro,No especificado,Hombre,18-20,Consejo Ciudadano,En investigación,Teléfono
MX-MA-00485,09/04/2023,2023,Ciudad de México,Coyoacán,Abandono,Perro,Hembra,Mujer,21-30,Fiscalía General de Justicia,En investigación,Redes sociales
MX-MA-00486,24/07/2025,2025,Ciudad de México,Gustavo A. Madero,Peleas clandestinas,Perro,Hembra,Mujer,31-40,PROFEPA,En investigación,Teléfono
MX-MA-00487,18/06/2019,2019,Ciudad de México,Iztacalco,Peleas clandestinas,Perro,Macho,Hombre,60+,PAOT,Recibido,Teléfono
MX-MA-00488,23/05/2021,2021,Ciudad de México,Venustiano Carranza,Abandono,Perro,Macho,Mujer,31-40,PAOT,Recibido,Teléfono
MX-MA-00489,05/02/2025,2025,Ciudad de México,Iztacalco,Peleas clandestinas,Perro,Macho,Hombre,31-40,PAOT,Con sanción,Teléfono
MX-MA-00490,23/05/2025,2025,Ciudad de México,Venustiano Carranza,Criadero clandestino,Perro,Macho,Hombre,41-50,Brigada de Vigilancia Animal,Concluido sin infracción,Redes sociales
MX-MA-00491,29/06/2022,2022,Jalisco,Municipio 5,Falta de atención veterinaria,Perro,Macho,Hombre,41-50,Brigada de Vigilancia Animal,Concluido sin infracción,Presencial
MX-MA-00492,25/11/2023,2023,Querétaro,Municipio 11,Agresión física,Perro,Hembra,Mujer,21-30,PAOT,Concluido sin infracción,Teléfono
MX-MA-00493,18/09/2021,2021,Jalisco,Municipio 12,Agresión física,Perro,Hembra,Mujer,31-40,PAOT,Con sanción,Teléfono
MX-MA-00494,24/07/2021,2021,Hidalgo,Municipio 15,Animal amarrado,Perro,Hembra,Mujer,21-30,PAOT,Canalizado,Teléfono
MX-MA-00495,14/12/2022,2022,Yucatán,Municipio 11,Falta de alimento,Perro,Hembra,Mujer,60+,PROFEPA,Con sanción,Teléfono
MX-MA-00496,02/10/2022,2022,Ciudad de México,Venustiano Carranza,Agresión física,Perro,Macho,Hombre,21-30,Brigada de Vigilancia Animal,En investigación,Correo electrónico
MX-MA-00497,19/06/2023,2023,Ciudad de México,Benito Juárez,Agresión física,Conejo,Hembra,Mujer,31-40,Brigada de Vigilancia Animal,Animal resguardado,Redes sociales
MX-MA-00498,15/01/2019,2019,Ciudad de México,Cuauhtémoc,Abandono,Perro,Hembra,Mujer,18-20,Brigada de Vigilancia Animal,Concluido sin infracción,Chat
MX-MA-00499,01/03/2025,2025,Querétaro,Municipio 9,Otro,Perro,Macho,Hombre,21-30,Instituto de Bienestar Animal Estatal,En investigación,Redes sociales
MX-MA-00500,14/05/2025,2025,Ciudad de México,Benito Juárez,Falta de alimento,Perro,Hembra,Mujer,51-60,PAOT,Canalizado,Presencial
MX-MA-00501,01/04/2024,2024,Ciudad de México,Iztapalapa,Maltrato en azotea,Perro,Macho,Mujer,21-30,Brigada de Vigilancia Animal,Canalizado,Presencial
MX-MA-00502,25/10/2023,2023,Ciudad de México,Álvaro Obregón,Maltrato en azotea,Perro,Hembra,Mujer,18-20,Consejo Ciudadano,Recibido,Teléfono
MX-MA-00503,16/05/2021,2021,Ciudad de México,Azcapotzalco,Falta de alimento,Gato,No especificado,Hombre,31-40,PROFEPA,Canalizado,Teléfono
